v_2   1.04 	1.464154726004411 	0.1889139683066192
v_3   1.08	1.3985520362150403 	0.1758841770020664
v_4   1.12	1.3375152148123888	0.1661345223249459
a1_1  1.0	0.7891433866628766 	4.1540975180253494e-2
a1_2  1.04	0.7665120426025293 	3.992790585158002e-2
a1_3  1.08	0.7453574892569249 	3.9111011225768204e-2
a1_4  1.12	0.7255473823812524 	3.8954565302201885e-2
a2_2  1.04	0.7315841274484318 	0.19990809604501453
a2_3  1.08	0.71092563386772 	0.18553040326952647
a2_4  1.12	0.6912736254378858 	0.17369648850028618
a0_1  1.0	1.0520663803489545	7.979028975964e-2 
a0_2  1.04	1.00168693269996 	7.487500537917263e-2
a0_3  1.08	0.954790586239504 	7.099605571524872e-2
a0_4  1.12	0.911043216651053 	6.807047417291784e-2

